(176887, 1, datetime.date(2022, 11, 3), datetime.time(14, 20, 52), datetime.date(2022, 11, 3), datetime.time(14, 20, 52), 16, 18, 84754, Decimal('2.43'), 3, 9, datetime.date(2022, 11, 3), datetime.date(2022, 11, 10), 4)
(176898, 13, datetime.date(2022, 11, 9), datetime.time(15, 16, 10), datetime.date(2022, 11, 9), datetime.time(15, 16, 10), 3, 7, 2845, Decimal('2.97'), 3, 7, datetime.date(2022, 11, 14), datetime.date(2022, 11, 16), 2)
(176899, 14, datetime.date(2022, 11, 10), datetime.time(13, 18, 9), datetime.date(2022, 11, 10), datetime.time(13, 18, 9), 11, 5, 82159, Decimal('2.65'), 3, 6, datetime.date(2022, 11, 14), datetime.date(2022, 11, 15), 6)
(176900, 15, datetime.date(2022, 11, 11), datetime.time(8, 51, 10), datetime.date(2022, 11, 11), datetime.time(8, 51, 10), 7, 10, 74957, Decimal('3.25'), 3, 9, datetime.date(2022, 11, 15), datetime.date(2022, 11, 12), 28)
(176901, 17, datetime.date(2022, 11, 15), datetime.time(8, 46, 9), datetime.date(2022, 11, 15), datetime.time(8, 46, 9), 20, 13, 36220, Decimal('2.00'), 3, 7, datetime.date(2022, 11, 19), datetime.date(2022, 11, 20), 9)
(176902, 19, datetime.date(2022, 11, 16), datetime.time(9, 5, 10), datetime.date(2022, 11, 16), datetime.time(9, 5, 10), 13, 10, 41878, Decimal('2.29'), 2, 13, datetime.date(2022, 11, 18), datetime.date(2022, 11, 17), 15)
(176903, 21, datetime.date(2022, 11, 17), datetime.time(11, 47, 9), datetime.date(2022, 11, 17), datetime.time(11, 47, 9), 18, 18, 42135, Decimal('3.63'), 3, 5, datetime.date(2022, 11, 18), datetime.date(2022, 11, 18), 27)
(176904, 22, datetime.date(2022, 11, 17), datetime.time(17, 13, 10), datetime.date(2022, 11, 17), datetime.time(17, 13, 10), 7, 11, 92468, Decimal('2.70'), 2, 4, datetime.date(2022, 11, 20), datetime.date(2022, 11, 20), 19)
(176905, 18, datetime.date(2022, 11, 16), datetime.time(8, 17, 10), datetime.date(2022, 11, 16), datetime.time(8, 17, 10), 20, 17, 93380, Decimal('2.95'), 2, 56, datetime.date(2022, 11, 20), datetime.date(2022, 11, 20), 2)
(176906, 25, datetime.date(2022, 11, 18), datetime.time(12, 27, 9), datetime.date(2022, 11, 18), datetime.time(12, 27, 9), 16, 15, 19231, Decimal('2.45'), 2, 4, datetime.date(2022, 11, 20), datetime.date(2022, 11, 22), 12)
(176907, 16, datetime.date(2022, 11, 14), datetime.time(15, 32, 10), datetime.date(2022, 11, 14), datetime.time(15, 32, 10), 15, 16, 22626, Decimal('2.55'), 3, 4, datetime.date(2022, 11, 20), datetime.date(2022, 11, 20), 29)
(176908, 26, datetime.date(2022, 11, 21), datetime.time(8, 54, 9), datetime.date(2022, 11, 21), datetime.time(8, 54, 9), 17, 13, 74152, Decimal('2.61'), 3, 4, datetime.date(2022, 11, 24), datetime.date(2022, 11, 25), 29)
(176909, 24, datetime.date(2022, 11, 18), datetime.time(11, 32, 10), datetime.date(2022, 11, 18), datetime.time(11, 32, 10), 19, 12, 35424, Decimal('3.75'), 3, 13, datetime.date(2022, 11, 19), datetime.date(2022, 11, 20), 28)
(176910, 28, datetime.date(2022, 11, 22), datetime.time(11, 21, 10), datetime.date(2022, 11, 22), datetime.time(11, 21, 10), 13, 10, 69611, Decimal('3.08'), 2, 4, datetime.date(2022, 11, 26), datetime.date(2022, 11, 24), 5)
(176911, 29, datetime.date(2022, 11, 22), datetime.time(12, 23, 10), datetime.date(2022, 11, 22), datetime.time(12, 23, 10), 18, 15, 34227, Decimal('2.88'), 3, 5, datetime.date(2022, 11, 23), datetime.date(2022, 11, 28), 15)
(176912, 30, datetime.date(2022, 11, 22), datetime.time(13, 15, 10), datetime.date(2022, 11, 22), datetime.time(13, 15, 10), 16, 12, 39968, Decimal('3.99'), 3, 2, datetime.date(2022, 11, 28), datetime.date(2022, 11, 26), 4)
(176913, 31, datetime.date(2022, 11, 22), datetime.time(16, 42, 10), datetime.date(2022, 11, 22), datetime.time(16, 42, 10), 14, 8, 30606, Decimal('2.11'), 2, 3, datetime.date(2022, 11, 23), datetime.date(2022, 11, 29), 28)
(176914, 27, datetime.date(2022, 11, 21), datetime.time(16, 46, 10), datetime.date(2022, 11, 21), datetime.time(16, 46, 10), 15, 15, 42254, Decimal('3.59'), 2, 6, datetime.date(2022, 11, 25), datetime.date(2022, 11, 27), 29)
(176915, 32, datetime.date(2022, 11, 23), datetime.time(16, 24, 10), datetime.date(2022, 11, 23), datetime.time(16, 24, 10), 18, 4, 80203, Decimal('3.40'), 2, 10, datetime.date(2022, 11, 27), datetime.date(2022, 11, 26), 27)
(176916, 34, datetime.date(2022, 11, 24), datetime.time(8, 22, 10), datetime.date(2022, 11, 24), datetime.time(8, 22, 10), 4, 15, 91411, Decimal('3.92'), 3, 9, datetime.date(2022, 11, 28), datetime.date(2022, 11, 29), 21)
(176917, 68, datetime.date(2022, 12, 12), datetime.time(10, 12, 10), datetime.date(2022, 12, 12), datetime.time(10, 12, 10), 17, 5, 24572, Decimal('3.96'), 2, 13, datetime.date(2022, 12, 18), datetime.date(2022, 12, 17), 26)
(176918, 23, datetime.date(2022, 11, 18), datetime.time(8, 44, 10), datetime.date(2022, 11, 18), datetime.time(8, 44, 10), 12, 10, 84270, Decimal('3.52'), 2, 14, datetime.date(2022, 11, 19), datetime.date(2022, 11, 28), 28)
(176919, 36, datetime.date(2022, 11, 28), datetime.time(10, 34, 10), datetime.date(2022, 11, 28), datetime.time(10, 34, 10), 16, 19, 16624, Decimal('2.18'), 3, 15, datetime.date(2022, 11, 29), datetime.date(2022, 12, 3), 18)
(176920, 37, datetime.date(2022, 11, 29), datetime.time(12, 16, 10), datetime.date(2022, 11, 29), datetime.time(12, 16, 10), 7, 2, 15341, Decimal('2.98'), 3, 12, datetime.date(2022, 12, 1), datetime.date(2022, 12, 4), 10)
(176921, 9, datetime.date(2022, 11, 4), datetime.time(15, 42, 10), datetime.date(2022, 11, 4), datetime.time(15, 42, 10), 17, 15, 72808, Decimal('3.44'), 2, 9, datetime.date(2022, 11, 5), datetime.date(2022, 11, 10), 29)
(176922, 40, datetime.date(2022, 11, 30), datetime.time(10, 11, 10), datetime.date(2022, 11, 30), datetime.time(10, 11, 10), 15, 8, 48999, Decimal('3.46'), 3, 16, datetime.date(2022, 12, 2), datetime.date(2022, 12, 3), 30)
(176923, 41, datetime.date(2022, 11, 30), datetime.time(10, 41, 9), datetime.date(2022, 11, 30), datetime.time(10, 41, 9), 16, 8, 64692, Decimal('2.60'), 3, 10, datetime.date(2022, 12, 1), datetime.date(2022, 11, 30), 3)
(176924, 42, datetime.date(2022, 11, 30), datetime.time(12, 44, 9), datetime.date(2022, 11, 30), datetime.time(12, 44, 9), 5, 11, 32209, Decimal('2.16'), 3, 20, datetime.date(2022, 12, 6), datetime.date(2022, 12, 1), 27)
(176925, 43, datetime.date(2022, 11, 30), datetime.time(15, 28, 10), datetime.date(2022, 11, 30), datetime.time(15, 28, 10), 7, 19, 36219, Decimal('2.17'), 3, 15, datetime.date(2022, 12, 4), datetime.date(2022, 12, 3), 28)
(176926, 45, datetime.date(2022, 11, 30), datetime.time(17, 56, 10), datetime.date(2022, 11, 30), datetime.time(17, 56, 10), 13, 19, 78543, Decimal('3.93'), 2, 17, datetime.date(2022, 12, 6), datetime.date(2022, 12, 2), 10)
(176927, 46, datetime.date(2022, 12, 1), datetime.time(8, 47, 10), datetime.date(2022, 12, 1), datetime.time(8, 47, 10), 6, 3, 44358, Decimal('2.14'), 2, 7, datetime.date(2022, 12, 6), datetime.date(2022, 12, 2), 24)
(176928, 47, datetime.date(2022, 12, 1), datetime.time(10, 28, 10), datetime.date(2022, 12, 1), datetime.time(10, 28, 10), 7, 4, 94770, Decimal('3.76'), 3, 21, datetime.date(2022, 12, 5), datetime.date(2022, 12, 5), 27)
(176929, 48, datetime.date(2022, 12, 1), datetime.time(13, 38, 10), datetime.date(2022, 12, 1), datetime.time(13, 38, 10), 11, 5, 32565, Decimal('3.31'), 2, 4, datetime.date(2022, 12, 4), datetime.date(2022, 12, 2), 28)
(176930, 49, datetime.date(2022, 12, 1), datetime.time(16, 6, 10), datetime.date(2022, 12, 1), datetime.time(16, 6, 10), 11, 5, 99018, Decimal('3.62'), 3, 2, datetime.date(2022, 12, 1), datetime.date(2022, 12, 1), 16)
(176931, 50, datetime.date(2022, 12, 1), datetime.time(16, 23, 10), datetime.date(2022, 12, 1), datetime.time(16, 23, 10), 16, 17, 93352, Decimal('3.04'), 2, 3, datetime.date(2022, 12, 5), datetime.date(2022, 12, 7), 10)
(176932, 51, datetime.date(2022, 12, 1), datetime.time(17, 43, 10), datetime.date(2022, 12, 1), datetime.time(17, 43, 10), 3, 15, 10841, Decimal('2.41'), 2, 6, datetime.date(2022, 12, 2), datetime.date(2022, 12, 2), 25)
(176933, 52, datetime.date(2022, 12, 2), datetime.time(9, 21, 10), datetime.date(2022, 12, 2), datetime.time(9, 21, 10), 15, 17, 70084, Decimal('2.28'), 2, 13, datetime.date(2022, 12, 5), datetime.date(2022, 12, 8), 8)
(176934, 54, datetime.date(2022, 12, 2), datetime.time(12, 21, 9), datetime.date(2022, 12, 2), datetime.time(12, 21, 9), 12, 17, 38661, Decimal('3.87'), 3, 2, datetime.date(2022, 12, 7), datetime.date(2022, 12, 4), 22)
(176935, 55, datetime.date(2022, 12, 2), datetime.time(14, 5, 10), datetime.date(2022, 12, 2), datetime.time(14, 5, 10), 7, 6, 55012, Decimal('2.43'), 3, 17, datetime.date(2022, 12, 6), datetime.date(2022, 12, 9), 11)
(176936, 56, datetime.date(2022, 12, 5), datetime.time(14, 57, 9), datetime.date(2022, 12, 5), datetime.time(14, 57, 9), 9, 4, 73839, Decimal('3.38'), 3, 11, datetime.date(2022, 12, 9), datetime.date(2022, 12, 9), 10)
(176937, 57, datetime.date(2022, 12, 5), datetime.time(18, 14, 10), datetime.date(2022, 12, 5), datetime.time(18, 14, 10), 6, 20, 52026, Decimal('2.22'), 3, 7, datetime.date(2022, 12, 6), datetime.date(2022, 12, 8), 24)
(176938, 58, datetime.date(2022, 12, 5), datetime.time(18, 21, 10), datetime.date(2022, 12, 5), datetime.time(18, 21, 10), 3, 4, 11604, Decimal('2.03'), 2, 15, datetime.date(2022, 12, 11), datetime.date(2022, 12, 9), 9)
(176939, 60, datetime.date(2022, 12, 6), datetime.time(14, 43, 10), datetime.date(2022, 12, 6), datetime.time(14, 43, 10), 6, 11, 95044, Decimal('2.06'), 3, 4, datetime.date(2022, 12, 11), datetime.date(2022, 12, 10), 3)
(176940, 65, datetime.date(2022, 12, 9), datetime.time(18, 44, 10), datetime.date(2022, 12, 9), datetime.time(18, 44, 10), 13, 20, 74696, Decimal('2.00'), 2, 29, datetime.date(2022, 12, 11), datetime.date(2022, 12, 11), 24)
(176941, 61, datetime.date(2022, 12, 7), datetime.time(9, 49, 10), datetime.date(2022, 12, 7), datetime.time(9, 49, 10), 17, 19, 78083, Decimal('2.61'), 3, 26, datetime.date(2022, 12, 11), datetime.date(2022, 12, 12), 9)
(176942, 33, datetime.date(2022, 11, 24), datetime.time(8, 19, 10), datetime.date(2022, 11, 24), datetime.time(8, 19, 10), 6, 7, 12403, Decimal('3.03'), 2, 5, datetime.date(2022, 11, 24), datetime.date(2022, 11, 27), 21)
(176943, 35, datetime.date(2022, 11, 25), datetime.time(13, 10, 10), datetime.date(2022, 11, 25), datetime.time(13, 10, 10), 16, 11, 52800, Decimal('2.88'), 2, 2, datetime.date(2022, 11, 27), datetime.date(2022, 12, 6), 23)
(176944, 62, datetime.date(2022, 12, 8), datetime.time(16, 43, 9), datetime.date(2022, 12, 8), datetime.time(16, 43, 9), 2, 6, 91717, Decimal('3.99'), 2, 4, datetime.date(2022, 12, 12), datetime.date(2022, 12, 12), 6)
(176945, 63, datetime.date(2022, 12, 9), datetime.time(8, 2, 10), datetime.date(2022, 12, 9), datetime.time(8, 2, 10), 15, 14, 45984, Decimal('2.31'), 2, 24, datetime.date(2022, 12, 10), datetime.date(2022, 12, 11), 28)
(176946, 64, datetime.date(2022, 12, 9), datetime.time(11, 53, 10), datetime.date(2022, 12, 9), datetime.time(11, 53, 10), 3, 18, 13798, Decimal('2.86'), 3, 16, datetime.date(2022, 12, 13), datetime.date(2022, 12, 12), 8)
(176947, 53, datetime.date(2022, 12, 2), datetime.time(11, 42, 10), datetime.date(2022, 12, 2), datetime.time(11, 42, 10), 12, 11, 90339, Decimal('3.04'), 2, 14, datetime.date(2022, 12, 3), datetime.date(2022, 12, 2), 17)
(176948, 66, datetime.date(2022, 12, 12), datetime.time(9, 9, 10), datetime.date(2022, 12, 12), datetime.time(9, 9, 10), 3, 16, 30889, Decimal('3.07'), 3, 22, datetime.date(2022, 12, 17), datetime.date(2022, 12, 15), 11)
(176949, 67, datetime.date(2022, 12, 12), datetime.time(9, 24, 12), datetime.date(2022, 12, 12), datetime.time(9, 24, 12), 3, 3, 50043, Decimal('3.46'), 2, 3, datetime.date(2022, 12, 14), datetime.date(2022, 12, 13), 16)
(176950, 69, datetime.date(2022, 12, 12), datetime.time(11, 13, 10), datetime.date(2022, 12, 12), datetime.time(11, 13, 10), 5, 11, 4353, Decimal('3.99'), 3, 7, datetime.date(2022, 12, 17), datetime.date(2022, 12, 13), 22)
(176951, 70, datetime.date(2022, 12, 12), datetime.time(11, 32, 9), datetime.date(2022, 12, 12), datetime.time(11, 32, 9), 9, 12, 88469, Decimal('3.01'), 3, 29, datetime.date(2022, 12, 15), datetime.date(2022, 12, 16), 7)
(176952, 71, datetime.date(2022, 12, 12), datetime.time(12, 55, 10), datetime.date(2022, 12, 12), datetime.time(12, 55, 10), 7, 6, 59409, Decimal('3.68'), 2, 25, datetime.date(2022, 12, 13), datetime.date(2022, 12, 16), 7)
(176953, 72, datetime.date(2022, 12, 12), datetime.time(17, 50, 10), datetime.date(2022, 12, 12), datetime.time(17, 50, 10), 13, 3, 92491, Decimal('3.17'), 3, 9, datetime.date(2022, 12, 16), datetime.date(2022, 12, 17), 14)
(176954, 73, datetime.date(2022, 12, 12), datetime.time(18, 23, 9), datetime.date(2022, 12, 12), datetime.time(18, 23, 9), 20, 18, 46168, Decimal('3.77'), 2, 9, datetime.date(2022, 12, 13), datetime.date(2022, 12, 14), 5)
(176955, 74, datetime.date(2022, 12, 13), datetime.time(9, 51, 10), datetime.date(2022, 12, 13), datetime.time(9, 51, 10), 3, 20, 90827, Decimal('2.91'), 3, 5, datetime.date(2022, 12, 18), datetime.date(2022, 12, 20), 26)
(176956, 75, datetime.date(2022, 12, 13), datetime.time(11, 6, 9), datetime.date(2022, 12, 13), datetime.time(11, 6, 9), 17, 17, 50434, Decimal('2.67'), 2, 27, datetime.date(2022, 12, 18), datetime.date(2022, 12, 17), 8)
(176957, 20, datetime.date(2022, 11, 17), datetime.time(9, 52, 10), datetime.date(2022, 11, 17), datetime.time(9, 52, 10), 9, 17, 41059, Decimal('2.96'), 2, 12, datetime.date(2022, 11, 19), datetime.date(2022, 12, 22), 26)
(176958, 38, datetime.date(2022, 11, 29), datetime.time(14, 34, 10), datetime.date(2022, 11, 29), datetime.time(14, 34, 10), 19, 6, 78190, Decimal('2.14'), 2, 3, datetime.date(2022, 11, 29), datetime.date(2022, 12, 5), 4)
(176959, 59, datetime.date(2022, 12, 6), datetime.time(10, 27, 10), datetime.date(2022, 12, 6), datetime.time(10, 27, 10), 16, 19, 84294, Decimal('2.65'), 2, 15, datetime.date(2022, 12, 10), datetime.date(2023, 1, 17), 30)
(176960, 44, datetime.date(2022, 11, 30), datetime.time(16, 3, 10), datetime.date(2022, 11, 30), datetime.time(16, 3, 10), 8, 2, 95017, Decimal('3.78'), 3, 5, datetime.date(2022, 12, 4), datetime.date(2022, 12, 2), 29)
(176961, 76, datetime.date(2022, 12, 13), datetime.time(12, 47, 10), datetime.date(2022, 12, 13), datetime.time(12, 47, 10), 13, 19, 26453, Decimal('2.49'), 3, 9, datetime.date(2022, 12, 14), datetime.date(2022, 12, 13), 5)
(176962, 77, datetime.date(2022, 12, 13), datetime.time(13, 5, 9), datetime.date(2022, 12, 13), datetime.time(13, 5, 9), 7, 12, 1086, Decimal('3.14'), 3, 13, datetime.date(2022, 12, 15), datetime.date(2022, 12, 16), 15)
(176963, 78, datetime.date(2022, 12, 13), datetime.time(15, 17, 10), datetime.date(2022, 12, 13), datetime.time(15, 17, 10), 19, 9, 10674, Decimal('3.37'), 3, 17, datetime.date(2022, 12, 18), datetime.date(2022, 12, 14), 28)
(176964, 80, datetime.date(2022, 12, 13), datetime.time(15, 47, 10), datetime.date(2022, 12, 13), datetime.time(15, 47, 10), 10, 5, 27304, Decimal('3.87'), 3, 5, datetime.date(2022, 12, 19), datetime.date(2022, 12, 18), 5)
(176965, 82, datetime.date(2022, 12, 13), datetime.time(15, 52, 9), datetime.date(2022, 12, 13), datetime.time(15, 52, 9), 11, 15, 70466, Decimal('2.34'), 2, 24, datetime.date(2022, 12, 13), datetime.date(2022, 12, 17), 9)
(176966, 83, datetime.date(2022, 12, 13), datetime.time(17, 13, 10), datetime.date(2022, 12, 13), datetime.time(17, 13, 10), 18, 4, 88895, Decimal('2.46'), 3, 23, datetime.date(2022, 12, 14), datetime.date(2022, 12, 16), 20)
(176967, 84, datetime.date(2022, 12, 13), datetime.time(18, 29, 10), datetime.date(2022, 12, 13), datetime.time(18, 29, 10), 10, 7, 29224, Decimal('3.27'), 2, 12, datetime.date(2022, 12, 17), datetime.date(2022, 12, 19), 16)
(176968, 1231, datetime.date(2023, 3, 10), datetime.time(8, 54, 10), datetime.date(2023, 3, 10), datetime.time(8, 54, 10), 12, 4, 82182, Decimal('3.24'), 2, 87, datetime.date(2023, 3, 11), datetime.date(2023, 3, 17), 22)
(176969, 86, datetime.date(2022, 12, 14), datetime.time(9, 11, 10), datetime.date(2022, 12, 14), datetime.time(9, 11, 10), 13, 10, 95492, Decimal('3.37'), 3, 3, datetime.date(2022, 12, 18), datetime.date(2022, 12, 15), 21)
(176970, 87, datetime.date(2022, 12, 14), datetime.time(9, 55, 10), datetime.date(2022, 12, 14), datetime.time(9, 55, 10), 4, 9, 1653, Decimal('3.91'), 2, 23, datetime.date(2022, 12, 17), datetime.date(2022, 12, 19), 18)
(176971, 88, datetime.date(2022, 12, 14), datetime.time(10, 2, 10), datetime.date(2022, 12, 14), datetime.time(10, 2, 10), 18, 16, 58820, Decimal('2.74'), 2, 11, datetime.date(2022, 12, 16), datetime.date(2022, 12, 15), 26)
(176972, 89, datetime.date(2022, 12, 14), datetime.time(10, 12, 10), datetime.date(2022, 12, 14), datetime.time(10, 12, 10), 8, 4, 31543, Decimal('2.15'), 2, 23, datetime.date(2022, 12, 19), datetime.date(2022, 12, 20), 17)
(176973, 90, datetime.date(2022, 12, 14), datetime.time(10, 21, 10), datetime.date(2022, 12, 14), datetime.time(10, 21, 10), 3, 5, 4797, Decimal('2.86'), 2, 24, datetime.date(2022, 12, 19), datetime.date(2022, 12, 15), 15)
(176974, 91, datetime.date(2022, 12, 14), datetime.time(10, 24, 9), datetime.date(2022, 12, 14), datetime.time(10, 24, 9), 4, 7, 81477, Decimal('3.60'), 3, 19, datetime.date(2022, 12, 16), datetime.date(2022, 12, 18), 5)
(176975, 92, datetime.date(2022, 12, 14), datetime.time(15, 0, 10), datetime.date(2022, 12, 14), datetime.time(15, 0, 10), 14, 10, 39034, Decimal('3.15'), 2, 24, datetime.date(2022, 12, 20), datetime.date(2022, 12, 15), 5)
(176976, 93, datetime.date(2022, 12, 14), datetime.time(17, 22, 10), datetime.date(2022, 12, 14), datetime.time(17, 22, 10), 8, 3, 80804, Decimal('3.02'), 2, 15, datetime.date(2022, 12, 19), datetime.date(2022, 12, 19), 8)
(176977, 94, datetime.date(2022, 12, 14), datetime.time(17, 28, 10), datetime.date(2022, 12, 14), datetime.time(17, 28, 10), 14, 20, 36531, Decimal('3.25'), 2, 19, datetime.date(2022, 12, 20), datetime.date(2022, 12, 14), 15)
(176978, 95, datetime.date(2022, 12, 14), datetime.time(17, 47, 10), datetime.date(2022, 12, 14), datetime.time(17, 47, 10), 9, 2, 18635, Decimal('3.75'), 2, 20, datetime.date(2022, 12, 15), datetime.date(2022, 12, 17), 19)
(176979, 96, datetime.date(2022, 12, 15), datetime.time(8, 41, 10), datetime.date(2022, 12, 15), datetime.time(8, 41, 10), 2, 13, 40943, Decimal('2.44'), 2, 23, datetime.date(2022, 12, 16), datetime.date(2022, 12, 21), 16)
(176980, 97, datetime.date(2022, 12, 15), datetime.time(10, 54, 10), datetime.date(2022, 12, 15), datetime.time(10, 54, 10), 4, 13, 61590, Decimal('3.80'), 3, 13, datetime.date(2022, 12, 16), datetime.date(2022, 12, 16), 2)
(176981, 98, datetime.date(2022, 12, 15), datetime.time(10, 57, 9), datetime.date(2022, 12, 15), datetime.time(10, 57, 9), 20, 13, 27752, Decimal('2.68'), 3, 7, datetime.date(2022, 12, 16), datetime.date(2022, 12, 17), 8)
(176982, 99, datetime.date(2022, 12, 15), datetime.time(11, 51, 9), datetime.date(2022, 12, 15), datetime.time(11, 51, 9), 8, 3, 15311, Decimal('3.87'), 3, 5, datetime.date(2022, 12, 21), datetime.date(2022, 12, 18), 17)
(176983, 101, datetime.date(2022, 12, 15), datetime.time(12, 4, 10), datetime.date(2022, 12, 15), datetime.time(12, 4, 10), 17, 10, 64517, Decimal('3.39'), 2, 15, datetime.date(2022, 12, 17), datetime.date(2022, 12, 16), 5)
(176984, 102, datetime.date(2022, 12, 15), datetime.time(12, 35, 10), datetime.date(2022, 12, 15), datetime.time(12, 35, 10), 15, 16, 50853, Decimal('3.57'), 2, 5, datetime.date(2022, 12, 21), datetime.date(2022, 12, 21), 27)
(176985, 104, datetime.date(2022, 12, 15), datetime.time(13, 23, 10), datetime.date(2022, 12, 15), datetime.time(13, 23, 10), 5, 3, 65639, Decimal('2.22'), 3, 23, datetime.date(2022, 12, 20), datetime.date(2022, 12, 17), 10)
(176986, 105, datetime.date(2022, 12, 15), datetime.time(15, 16, 10), datetime.date(2022, 12, 15), datetime.time(15, 16, 10), 12, 10, 53042, Decimal('3.20'), 2, 10, datetime.date(2022, 12, 18), datetime.date(2022, 12, 16), 29)
(176987, 106, datetime.date(2022, 12, 15), datetime.time(16, 1, 9), datetime.date(2022, 12, 15), datetime.time(16, 1, 9), 4, 11, 86024, Decimal('3.87'), 2, 30, datetime.date(2022, 12, 18), datetime.date(2022, 12, 16), 9)
(176988, 107, datetime.date(2022, 12, 15), datetime.time(16, 20, 10), datetime.date(2022, 12, 15), datetime.time(16, 20, 10), 8, 14, 19463, Decimal('3.85'), 2, 4, datetime.date(2022, 12, 19), datetime.date(2022, 12, 21), 12)
(176989, 108, datetime.date(2022, 12, 15), datetime.time(17, 9, 9), datetime.date(2022, 12, 15), datetime.time(17, 9, 9), 7, 14, 72099, Decimal('2.62'), 2, 34, datetime.date(2022, 12, 20), datetime.date(2022, 12, 21), 3)
(176990, 109, datetime.date(2022, 12, 15), datetime.time(17, 28, 9), datetime.date(2022, 12, 15), datetime.time(17, 28, 9), 20, 15, 71303, Decimal('3.72'), 2, 29, datetime.date(2022, 12, 17), datetime.date(2022, 12, 22), 26)
(176991, 110, datetime.date(2022, 12, 15), datetime.time(18, 27, 10), datetime.date(2022, 12, 15), datetime.time(18, 27, 10), 7, 8, 55169, Decimal('2.94'), 3, 30, datetime.date(2022, 12, 19), datetime.date(2022, 12, 20), 12)
(176992, 111, datetime.date(2022, 12, 15), datetime.time(18, 50, 10), datetime.date(2022, 12, 15), datetime.time(18, 50, 10), 12, 10, 73786, Decimal('3.58'), 2, 19, datetime.date(2022, 12, 17), datetime.date(2022, 12, 20), 14)
(176993, 2763, datetime.date(2023, 6, 14), datetime.time(14, 7, 9), datetime.date(2023, 6, 14), datetime.time(14, 7, 9), 3, 20, 80788, Decimal('2.80'), 3, 148, datetime.date(2023, 6, 15), datetime.date(2023, 6, 14), 10)
(176994, 113, datetime.date(2022, 12, 16), datetime.time(9, 48, 9), datetime.date(2022, 12, 16), datetime.time(9, 48, 9), 5, 4, 25871, Decimal('2.68'), 3, 27, datetime.date(2022, 12, 16), datetime.date(2022, 12, 21), 30)
(176995, 114, datetime.date(2022, 12, 16), datetime.time(11, 38, 10), datetime.date(2022, 12, 16), datetime.time(11, 38, 10), 20, 15, 59526, Decimal('2.01'), 2, 17, datetime.date(2022, 12, 20), datetime.date(2022, 12, 19), 30)
(176996, 115, datetime.date(2022, 12, 16), datetime.time(11, 49, 9), datetime.date(2022, 12, 16), datetime.time(11, 49, 9), 17, 18, 95003, Decimal('3.74'), 3, 12, datetime.date(2022, 12, 18), datetime.date(2022, 12, 18), 18)
